title,dept,campus,base_salary,gross_salary,hire_date,rec,page
Professor ACD YR,Sas - Political Science,Douglass,154131,161645,9/1/1992,1,214
Assoc Professor ACD YR,Rbs-Management & Global Bus,Newark,141380,161557,9/1/2009,2,214
Assoc Professor ACD YR,Mgmt Science & Info Systems,Newark,163454,161387,9/1/2012,6,214
Assoc Professor ACD YR,Sas - Physics & Astronomy,Busch,123622,161339,9/1/2007,9,214
Professor ACD YR,Sas - English,College Av,151935,161253,9/1/1987,6,215
Professor ACD YR,Cmbn,Newark,147077,161208,1/1/1991,7,215
Professor ACD YR,Fasn - Economics,Newark,162247,161065,7/1/1971,10,215
Professor ACD YR,Sas - Statistics,Busch,124415,160934,9/1/1984,3,216
Professor ACD YR,Sas - Chem & Chemical Biology,Busch,145090,160868,7/1/1971,4,216
Assoc Professor ACD YR,Pharm-Pharmacology&Toxicology,Busch,122418,160635,9/1/1998,2,217
Professor ACD YR,Fasn - Economics,Newark,157115,160552,9/1/1986,5,217
Professor ACD YR,Engn-Civil & Environ Engn,Busch,121621,160120,9/1/1992,3,218
Assoc Professor ACD YR,Sas - Dls - Genetics,Busch,125096,160087,9/1/2011,5,218
Professor ACD YR,Sas - Chem & Chemical Biology,Busch,149676,160021,9/1/2009,1,219
Professor ACD YR,Fasc - English,Camden,150175,159956,9/1/1996,2,219
Assoc Professor ACD YR,Mgmt Science & Info Systems,Livingston,153009,159773,9/1/2009,8,219
Asst Professor ACD YR,School Of Business - Cmd,Camden,150496,159747,9/1/2013,9,219
Professor ACD YR,Engn-Materials Science & Engn,Busch,161900,159686,12/1/2002,10,219
Professor ACD YR,Sas - Physics & Astronomy,Busch,132184,159539,1/1/2006,4,220
Professor ACD YR,Engn - Mech & Aerospace Engn,Busch,136239,159451,9/1/2010,7,220
Professor ACD YR,Sas-Dls-Molecular Bio&Biochem,Busch,152312,159360,1/1/1993,1,221
Professor ACD YR,Fasn - Psychology,Newark,138332,159193,9/1/2006,5,221
Professor ACD YR,Engn - Mech & Aerospace Engn,Busch,138616,159146,9/1/2003,9,221
Professor ACD YR,Sebs - Animal Science,Cook,131027,158613,1/1/1995,10,222
Asst Professor ACD YR,Smlr-Labor Studies & Empl Rels,Cook,133242,158420,9/1/2014,4,223
Professor ACD YR,Sebs-Marine & Coastal Sciences,Cook,120378,158345,9/1/2001,6,223
Professor ACD YR,Sas - Physics & Astronomy,Busch,130934,158335,9/1/2008,8,223
Professor ACD YR,Sas-Dls-Cell Bio & Neurosci,Busch,160178,158128,9/1/1978,4,224
Assoc Professor ACD YR,Sas - Psychology,Busch,120160,157983,9/1/2009,5,224
Assoc Professor ACD YR,Fasn - Economics,Newark,159519,157958,9/1/2005,6,224
Professor ACD YR,Sas - Mathematics,Busch,158390,157837,7/1/1972,9,224
Asst Professor ACD YR,Rbs-Management & Global Bus,Newark,157533,157560,9/1/2014,8,225
Professor ACD YR,Sas - Computer Science,Busch,157837,157535,9/1/1981,10,225
Professor ACD YR,Engn - Chem & Biochem Engn,Busch,136693,157315,9/1/2000,3,226
Professor ACD YR,Sas - Physics & Astronomy,Busch,135593,157035,9/1/2007,8,226
Professor ACD YR,Sas - Economics,College Av,176328,156879,9/1/1992,4,227
Professor ACD YR,Sas - Psychology,Busch,131248,156867,9/1/1998,5,227
Asst Professor ACD YR,Sas - Computer Science,Busch,117240,156853,9/1/2015,6,227
Assoc Professor ACD YR,Sas - Women's & Gender Studies,Douglass,131491,156514,7/1/2012,4,228
Professor ACD YR,Sas - Chem & Chemical Biology,Busch,142954,156490,9/1/1998,6,228
Assoc Professor ACD YR,Sas - Dls - Genetics,Busch,118576,156180,10/1/2003,5,229
Professor ACD YR,Sas - Mathematics,Busch,142972,156047,9/1/2000,8,229
Asst Professor ACD YR,School Of Business - Cmd,Camden,139835,155868,9/1/2011,1,230
Professor ACD YR,Sas - American Studies,Douglass,157027,155852,1/20/1969,2,230
Asst Professor ACD YR,School Of Business - Cmd,Camden,157090,155844,9/1/2013,3,230
Assoc Professor ACD YR,Sebs-Marine & Coastal Sciences,Off Campus,112911,155843,9/1/2003,4,230
Professor ACD YR,Sebs - Nutritional Sciences,Douglass,145730,155799,9/1/1984,7,230
Professor ACD YR,Cabm,Busch,157492,155766,9/1/1993,10,230
Professor ACD YR,Engn - Elec & Computer Engn,Busch,136430,155710,9/1/1999,2,231
Assoc Professor ACD YR,Sas - Physics & Astronomy,Busch,119581,155648,9/1/2009,4,231
Professor ACD YR,Sas - History,College Av,155797,155498,9/1/1978,6,231
Assoc Professor ACD YR,Sas - Computer Science,Busch,137675,155447,9/1/2005,1,232
Asst Professor ACD YR,School Of Business - Cmd,Camden,145293,155439,9/1/2013,4,232
Professor ACD YR,Sas - Philosophy,College Av,160129,155339,9/1/1990,6,232
Assoc Professor ACD YR,Sas - History,College Av,141001,155252,9/1/2014,7,232
Professor ACD YR,Fasc - History,Camden,155563,154996,9/1/1992,2,233
Professor ACD YR,Sas - Physics & Astronomy,Busch,128446,154975,9/1/2004,5,233
Asst Professor ACD YR,School Of Business - Cmd,Camden,145089,154962,9/1/2013,6,233
Professor ACD YR,Sas-Earth & Planetary Sciences,Busch,125085,154568,9/1/1981,6,234
Professor ACD YR,Sas - Political Science,Douglass,148110,154426,9/1/2008,2,235
Professor ACD YR,Bsppp-Dean's Office,College Av,154630,154334,1/1/2004,4,235
Assoc Professor ACD YR,Sas - Classics,College Av,155614,154187,9/1/1999,2,236
Assoc Professor ACD YR,Gsapp - School Psychology,Busch,100411,154172,9/1/2012,3,236
Assoc Professor ACD YR,Sas - American Studies,Douglass,155351,154151,9/1/2005,6,236
Professor ACD YR,Fasn - Psychology,Newark,145619,154111,7/1/1975,8,236
Professor ACD YR,Engn - Mech & Aerospace Engn,Busch,140523,153844,8/1/2001,1,238
Assoc Professor ACD YR,School Of Social Work,College Av,125816,153837,9/1/1989,2,238
Asst Professor ACD YR,School Of Business - Cmd,Camden,143770,153748,9/1/2013,5,238
Professor ACD YR,Fasc - Fine Arts,Camden,154267,153473,9/1/2002,4,239
Assoc Professor ACD YR,Engn - Biomedical Engineering,Busch,126935,153430,1/1/2007,6,239
Professor ACD YR,Sas-Earth & Planetary Sciences,Busch,117627,153411,9/1/1998,7,239
Professor ACD YR,Fasn - History,Newark,155686,153393,9/1/1992,10,239
Assoc Professor ACD YR,Engn - Elec & Computer Engn,Busch,116665,153281,9/1/2007,7,240
Professor ACD YR,Camden School Of Nursing,Camden,137960,153056,9/1/2012,3,241
Professor ACD YR,Gsc-Grad Public Policy & Admin,Camden,142565,152914,9/1/2011,7,241
Professor ACD YR,Sebs - Environmental Science,Cook,121202,152692,1/1/1998,10,241
Professor ACD YR,Sas - Psychology,Busch,145780,152616,9/1/1986,5,242
Assoc Professor ACD YR,Sas - History,College Av,125362,152611,9/1/2007,6,242
Professor ACD YR,Sas - Psychology,Busch,154424,152494,7/1/1992,1,243
Professor ACD YR,Engn - Elec & Computer Engn,Busch,138212,152464,7/1/1995,3,243
Professor ACD YR,Fasc - Political Science,Camden,148187,152455,9/1/1981,4,243
Assoc Professor ACD YR,Sas - Dls - Genetics,Busch,115530,152451,1/1/2006,5,243
Asst Professor ACD YR,School Of Business - Cmd,Camden,136000,152422,9/1/2014,6,243
Professor ACD YR,Mgmt Science & Info Systems,Livingston,156227,152334,9/1/1994,8,243
Assoc Professor ACD YR,School Of Social Work,College Av,121106,152264,9/1/1998,10,243
Asst Professor ACD YR,Rbs-Management & Global Bus,Newark,153487,152063,9/1/2010,6,244
Assoc Professor ACD YR,Fasn - English,Newark,154474,152011,9/1/2007,7,244
Assoc Professor ACD YR,Sas - Dls - Genetics,Busch,115244,151658,5/1/2007,3,245
Professor ACD YR,Rbs-Supply Chain Management,Newark,161086,151600,6/1/1990,4,245
Professor ACD YR,Engn-Materials Science & Engn,Busch,152717,151597,3/1/1989,5,245
Professor ACD YR,Sas - English,College Av,169857,151572,9/1/1993,6,245
Asst Professor ACD YR,Pharm - Pharmaceutics,Busch,116122,151522,9/1/2012,9,245
Assoc Professor ACD YR,Sas - Statistics,Busch,123586,151504,9/1/2011,10,245
Assoc Professor ACD YR,Sas - Computer Science,Busch,144399,151433,9/1/1999,1,246
Asst Professor ACD YR,School Of Business - Cmd,Camden,141399,151374,9/1/2013,2,246
Assoc Professor ACD YR,Smlr-Labor Studies & Empl Rels,Cook,141732,151349,1/1/2009,5,246
Professor ACD YR,Fasn - Political Science,Newark,151849,151309,7/1/1970,8,246
Assoc Professor ACD YR,Sebs - Human Ecology,Cook,136955,151234,9/1/2010,10,246
Professor ACD YR,Sas - History,College Av,132924,151041,9/1/2001,1,248
Professor ACD YR,Sas - Chem & Chemical Biology,Busch,137880,150936,9/1/1997,4,248
Professor ACD YR,Sas - Chem & Chemical Biology,Busch,141162,150891,7/1/1968,5,248
Professor ACD YR,Sebs-Plant Biology & Pathology,Cook,152491,150710,9/1/1995,9,248
Professor ACD YR,Waksman Inst Of Microbiology,Busch,151100,150561,9/1/1997,6,249
Professor ACD YR,Gsapp - Clinical Psychology,Busch,152469,150419,8/16/1976,9,249
Professor ACD YR,Sas - Psychology,Livingston,152197,150230,9/1/1997,6,250
Professor ACD YR,Sebs - Environmental Science,Cook,134962,150105,6/1/1980,8,250
Assoc Professor ACD YR,Sas - Philosophy,College Av,149072,150048,9/1/2013,10,250
Assoc Professor ACD YR,Sc&I-Journalism & Media Stds,College Av,115750,150033,9/1/2009,2,251
Professor ACD YR,Rbs - Finance & Economics,Newark,152224,149940,7/1/1969,8,251
Assoc Professor ACD YR,School Of Criminal Justice,Newark,127256,149509,9/1/2013,8,252
Assoc Professor ACD YR,"Sebs-Eco,Evol& Natrl Resources",Cook,123850,149484,9/1/2009,9,252
Professor ACD YR,School Public Affairs & Admin,Newark,151925,149430,9/1/2009,2,253
Professor ACD YR,Sas - Political Science,Douglass,151109,149344,9/1/2006,4,253
Asst Professor ACD YR,Sas - Computer Science,Busch,122000,148877,1/1/2017,1,254
Professor ACD YR,Fasn - Economics,Newark,139683,148772,7/1/1971,5,254
Assoc Professor ACD YR,School Of Business - Cmd,Camden,140225,148638,9/1/2009,7,254
Professor ACD YR,Sas - Computer Science,Busch,150744,148624,9/1/1979,8,254
Professor ACD YR,Sas - English,College Av,171311,148447,9/1/1988,4,255
Assoc Professor ACD YR,Engn - Biomedical Engineering,Busch,122878,148440,9/1/2005,5,255
Assoc Professor ACD YR,Rbs-Management & Global Bus,Newark,133965,148355,9/1/2001,6,255
Asst Professor ACD YR,"Sebs-Eco,Evol& Natrl Resources",Cook,112793,148335,9/1/2013,7,255
Professor ACD YR,Sas - Psychology,Livingston,149236,148132,9/1/1986,10,255
Assoc Professor ACD YR,Sas - Dls - Genetics,Busch,111518,147672,9/1/2009,9,256
Assoc Professor ACD YR,School Public Affairs & Admin,Newark,99302,147619,9/1/2015,10,256
Assoc Professor ACD YR,Sebs-Marine & Coastal Sciences,Cook,112055,147579,9/1/2010,3,257
Professor ACD YR,Sas - Women's & Gender Studies,Douglass,148539,147507,7/1/1987,8,257
Assoc Professor ACD YR,School Of Social Work,College Av,120879,147420,9/1/2008,9,257
Asst Professor ACD YR,Sas - Computer Science,Busch,121200,147303,9/1/2016,3,258
Professor ACD YR,"Sebs-Eco,Evol& Natrl Resources",Cook,141169,147221,7/1/2008,6,258
Assoc Professor ACD YR,Sc&I - Library & Info Science,College Av,108117,147218,7/1/2010,8,258
Professor ACD YR,Sas - Physics & Astronomy,Busch,134033,147174,9/23/2002,2,259
Assoc Professor ACD YR,Smlr-Human Resource Management,Livingston,184180,146952,9/1/2012,5,259
Professor ACD YR,Sas - History,College Av,150574,146890,6/1/2006,10,259
Professor ACD YR,Sas - Physics & Astronomy,Busch,148191,146862,9/1/2002,2,260
Professor ACD YR,Sas - English,College Av,164911,146773,9/1/1983,5,260
Professor ACD YR,Fasn - English,Newark,141418,146750,1/1/1989,7,260
Assoc Professor ACD YR,Pharm - Chemical Biology,Busch,147754,146742,9/1/2005,9,260
Professor ACD YR,Sas-Dls-Cell Bio & Neurosci,Busch,146977,146696,9/1/1984,10,260
Professor ACD YR,Sas - Physics & Astronomy,Busch,147846,146467,9/1/1977,5,261
Professor ACD YR,Fasc - Biology,Camden,144093,146308,1/1/2010,4,262
Professor ACD YR,Fasc - English,Camden,126864,146072,9/1/1993,4,263
Professor ACD YR,Smlr-Labor Studies & Empl Rels,Cook,137024,145919,9/1/1978,9,263
Professor ACD YR,Fasn-Math & Computer Science,Newark,122972,145875,9/1/1998,10,263
Professor ACD YR,Sas-Dls-Molecular Bio&Biochem,Busch,146626,145837,9/1/1985,1,264
Assoc Professor ACD YR,Sas-Dls-Kinesiology And Health,Douglass,120000,145702,5/19/2003,8,264
Asst Professor ACD YR,Sas - Economics,College Av,132405,145665,9/1/2016,10,264
Assoc Professor ACD YR,Sas - English,College Av,145882,145602,9/1/1984,1,265
Professor ACD YR,Sc&I - Library & Info Science,College Av,133204,145347,9/1/2004,7,265
Assoc Professor ACD YR,Sebs - Environmental Science,Cook,110375,145127,9/1/2006,7,266
Assoc Professor ACD YR,School Of Social Work,College Av,118634,145011,9/1/2007,8,266
Professor ACD YR,Sebs - Food Science,Cook,131899,144853,1/1/1989,3,267
Professor ACD YR,Sas - Economics,College Av,122651,144581,9/1/1986,9,267
Professor ACD YR,Bsppp-Ctr Urban Policy Rsrch,College Av,145168,144513,9/1/1974,1,268
Professor ACD YR,Sebs-Plant Biology & Pathology,Cook,146867,144347,7/1/1981,7,268
Professor ACD YR,Sas - Linguistics,College Av,131954,144185,9/1/1995,10,268
Professor ACD YR,Cmbn,Newark,145357,143984,10/1/1989,1,269
Professor ACD YR,Mgsa - Music,Douglass,135696,143801,9/1/1983,7,269
Assoc Professor ACD YR,Sas-Dls-Kinesiology And Health,Douglass,113443,143758,9/1/2002,8,269
Assoc Professor ACD YR,School Of Business - Cmd,Camden,130361,143726,9/1/1998,10,269
Assoc Professor ACD YR,Engn - Elec & Computer Engn,Busch,113445,143467,9/1/2014,5,270
Professor ACD YR,Sas - English,College Av,143618,143343,9/1/1987,9,270
Professor ACD YR,Fasn - Arts Culture & Media,Newark,127164,143270,9/1/1994,1,271
Professor ACD YR,Sas - Jewish Studies,College Av,139418,143224,9/1/2002,6,271
Professor ACD YR,Fasn - Arts Culture & Media,Newark,144258,143128,7/1/2000,10,271
Assoc Professor ACD YR,Sas-Dls-Molecular Bio&Biochem,Busch,133608,142981,1/1/1997,8,272
Assoc Professor ACD YR,Engn - Chem & Biochem Engn,Busch,110370,142968,1/1/2010,9,272
Assoc Professor ACD YR,Sas - Physics & Astronomy,Busch,119402,142932,7/1/2006,2,273
Professor ACD YR,"Gse-Edu Theory, Policy & Admin",College Av,121944,142734,9/1/2008,5,273
Assoc Professor ACD YR,Sas - Philosophy,College Av,159294,142722,9/1/2015,6,273
Assoc Professor ACD YR,Engn - Mech & Aerospace Engn,Busch,125042,142672,9/1/2005,7,273
Professor ACD YR,Sas - Sociology,Douglass,127835,142578,1/1/1989,9,273
Assoc Professor ACD YR,Sas - Statistics,Busch,143430,142471,7/1/2013,10,273
Professor ACD YR,Sas - Sociology,Douglass,135266,142144,9/1/2001,6,274
Professor ACD YR,Sebs - Nutritional Sciences,Cook,142202,141729,7/1/1990,2,275
Professor ACD YR,Sas - Dls - Genetics,Busch,142643,141666,7/1/1970,6,275
Professor ACD YR,Sas - Computer Science,Busch,143339,141665,9/1/1983,7,275
Asst Professor ACD YR,Sas-Dls-Cell Bio & Neurosci,Busch,108558,141643,1/1/2012,8,275
Assoc Professor ACD YR,Sas - Psychology,Livingston,139394,141375,9/1/2005,4,276
Professor ACD YR,Sas - Mathematics,Busch,127510,141370,9/1/2005,5,276
Professor ACD YR,Engn - Elec & Computer Engn,Busch,141937,141370,1/1/1988,6,276
Assoc Professor ACD YR,Sas - Africana Studies,Livingston,142935,141366,9/1/1993,7,276
Professor ACD YR,Sas - Philosophy,College Av,129812,141293,7/1/1971,2,277
Professor ACD YR,Sas - Art History,College Av,137751,141292,9/1/1997,3,277
Professor ACD YR,Sas - English,College Av,142795,141276,9/1/1988,5,277
Professor ACD YR,"Sebs-Eco,Evol& Natrl Resources",Cook,137260,141254,1/1/2004,7,277
Assoc Professor ACD YR,Fasn-Sociology & Anthropology,Newark,121200,141216,9/1/2015,8,277
Asst Professor ACD YR,Sas - Statistics,Busch,116001,140947,9/1/2016,3,278
Professor ACD YR,Mgsa - Theater Arts,Douglass,142063,140924,9/1/1991,4,278
Professor ACD YR,Fasn - Economics,Newark,134185,140905,9/1/2003,5,278
Professor ACD YR,Sas - Physics & Astronomy,Busch,135104,140884,7/1/2003,6,278
Assoc Professor ACD YR,Fasn - Biological Sciences,Newark,113845,140639,9/1/2010,9,279
Professor ACD YR,"Sas-Afri,Mdle E&So Asn Lng&Lit",College Av,142439,140472,9/1/2006,4,280
Asst Professor ACD YR,Cmbn,Newark,110988,140441,1/1/2014,5,280
Assoc Professor ACD YR,Sas-Latino & Hispan Carib Stds,Livingston,127000,140370,9/1/2016,7,280
Professor ACD YR,Fasc - Mathematics,Camden,141777,140337,7/1/1968,8,280
Professor ACD YR,Sas - Philosophy,College Av,145000,140152,7/1/1971,6,281
Professor ACD YR,Fasn - Arts Culture & Media,Newark,132609,139948,9/1/2002,2,282
Professor ACD YR,Sas - Political Science,Douglass,140162,139894,7/1/1968,3,282
Assoc Professor ACD YR,Smlr-Labor Studies & Empl Rels,Cook,141452,139732,9/1/2012,6,282
Assoc Professor ACD YR,Sas - History,College Av,141032,139616,9/1/2004,3,283
Asst Professor ACD YR,Sas - Economics,College Av,126897,139606,9/1/2015,4,283
Professor ACD YR,Sas - Statistics,Busch,140091,139573,7/1/1964,6,283
Asst Professor ACD YR,Sas-Dls-Cell Bio & Neurosci,Busch,106096,139461,1/1/2016,8,283
Professor ACD YR,Sas - Sociology,Douglass,156131,139418,9/1/2010,9,283
Professor ACD YR,Sebs - Environmental Science,Cook,133709,139270,1/1/2004,2,284
Asst Professor ACD YR,Sas - Dls - Genetics,Busch,105722,139251,1/1/2012,3,284
Assoc Professor ACD YR,Sebs - Landscape Architecture,Cook,121869,139229,9/1/1988,4,284
Professor ACD YR,Sas - Sociology,Douglass,140614,139089,9/1/1995,8,284
Professor ACD YR,"Gse-Edu Theory, Policy & Admin",College Av,126281,138934,9/1/1996,2,285
Professor ACD YR,Sas - Mathematics,Busch,139443,138927,9/1/1982,4,285
Assoc Professor ACD YR,Fasn - Psychology,Newark,135577,138915,9/1/1998,5,285
Professor ACD YR,Fasn-Sociology & Anthropology,Newark,139545,138779,9/1/1983,10,285
Professor ACD YR,Sas - Economics,College Av,155110,138719,9/1/1978,4,286
Professor ACD YR,Sas - Physics & Astronomy,Busch,132429,138600,9/1/2007,7,286
Assoc Professor ACD YR,Sas-Latino & Hispan Carib Stds,Livingston,141534,138554,7/1/2010,8,286
Professor ACD YR,Sebs-Marine & Coastal Sciences,Cook,118837,138517,7/1/2001,9,286
Professor ACD YR,Sc&I - Library & Info Science,College Av,138659,138393,9/1/2003,6,287
Assoc Professor ACD YR,Sas - Mathematics,Busch,116156,138377,9/1/2011,7,287
Professor ACD YR,Engn - Biomedical Engineering,Busch,135514,138254,11/1/1989,10,287
Assoc Professor ACD YR,Sas - Political Science,Douglass,139304,138181,7/1/1971,2,288
Professor ACD YR,Sas - Psychology,Busch,138442,138177,9/1/1993,3,288
Assoc Professor ACD YR,Sebs-Marine & Coastal Sciences,Cook,105409,138172,6/25/2002,4,288
Assoc Professor ACD YR,Fasn - English,Newark,140416,138105,9/1/2011,6,288
Assoc Professor ACD YR,Fasn - Political Science,Newark,115421,137932,9/1/2000,3,289
Professor ACD YR,Sebs-Marine & Coastal Sciences,Cook,139287,137660,7/1/1994,10,289
Professor ACD YR,Fasn-Sociology & Anthropology,Newark,138460,137548,9/1/1998,2,290
Professor ACD YR,Engn - Industrial Engineering,Busch,139158,137526,9/1/1996,3,290
Assoc Professor ACD YR,Sc&I - Communication,College Av,111054,137328,9/1/2011,7,290
Professor ACD YR,Childhood Studies,Camden,138686,137299,9/1/2007,9,290
Professor ACD YR,Fasn - Economics,Newark,139033,137228,9/1/1980,1,291
Assoc Professor ACD YR,School Of Criminal Justice,Newark,117781,137222,1/1/2009,4,291
Asst Professor ACD YR,Sas - Computer Science,Busch,114977,137056,9/1/2012,8,291
Assoc Professor ACD YR,School Of Social Work,College Av,104910,137034,9/1/2001,9,291
Asst Professor ACD YR,Sas - Dls - Genetics,Busch,103742,137005,1/1/2012,10,291
Assoc Professor ACD YR,Sas - English,College Av,154001,136770,9/1/2005,3,293
Professor ACD YR,Engn - Elec & Computer Engn,Off Campus,114127,136661,9/1/2002,7,293
Assoc Professor ACD YR,Fasn - Chemistry,Newark,126864,136621,7/1/1987,8,293
Asst Professor ACD YR,Smlr-Labor Studies & Empl Rels,Cook,138312,136564,9/1/2012,10,293
Professor ACD YR,Engn-Civil & Environ Engn,Busch,137343,136413,1/1/1988,6,294
Assoc Professor ACD YR,Gse - Learning & Teaching,College Av,91616,136410,9/1/2002,8,294
Assoc Professor ACD YR,Sas - English,College Av,125260,136246,9/1/1994,6,295
Assoc Professor ACD YR,Fasn - Biological Sciences,Newark,109474,136158,9/1/2010,8,295
Professor ACD YR,Sas-Dls-Cell Bio & Neurosci,Busch,138029,135896,9/1/1993,8,296
Professor ACD YR,Sas - Women's & Gender Studies,Douglass,134771,135783,9/1/2004,2,297
Professor ACD YR,"Sebs-Eco,Evol& Natrl Resources",Cook,129686,135642,8/1/1989,4,297
Professor ACD YR,Engn - Chem & Biochem Engn,Busch,136215,135636,9/1/1984,5,297
Assoc Professor ACD YR,Sas - Spanish & Portuguese,College Av,127323,135481,9/1/1991,4,298
Professor ACD YR,Sas-Dls-Cell Bio & Neurosci,Busch,135650,135390,9/1/1990,8,298
Assoc Professor ACD YR,Sas - Chem & Chemical Biology,Busch,126095,135311,1/1/2003,10,298
Asst Professor ACD YR,Fasn - Psychology,Newark,111621,135231,9/1/2012,2,299
Professor ACD YR,Fasc - Computer Science,Camden,136157,135225,9/1/2000,3,299
Professor ACD YR,"Gse-Edu Theory, Policy & Admin",College Av,121483,135222,9/1/2001,4,299
Professor ACD YR,Engn - Mech & Aerospace Engn,Busch,136082,135184,9/1/1983,5,299
Asst Professor ACD YR,Sas-Dls-Molecular Bio&Biochem,Busch,102491,135085,9/1/2012,7,299
Professor ACD YR,Sas - Chem & Chemical Biology,Busch,161126,134909,9/1/2001,2,300
Asst Professor ACD YR,Sas - Physics & Astronomy,Busch,102282,134841,1/1/2015,7,300
Assoc Professor ACD YR,Fasn - Arts Culture & Media,Newark,118942,134654,9/1/1997,9,301
Professor ACD YR,Sebs-Plant Biology & Pathology,Cook,134761,134503,1/1/1977,9,302
Professor ACD YR,Sas - Art History,College Av,135743,134487,9/1/2005,1,303
Professor ACD YR,Sas - History,College Av,220000,134444,9/1/2017,4,303
Asst Professor ACD YR,Engn - Elec & Computer Engn,Busch,104881,134336,1/1/2014,7,303
Asst Professor ACD YR,Pharm-Pharmacology&Toxicology,Busch,101460,134196,9/1/2016,3,304
Professor ACD YR,Engn - Elec & Computer Engn,Busch,134444,134187,1/1/1991,6,304
Assoc Professor ACD YR,College Of Nursing,Newark,133357,134167,9/1/1999,9,304
Professor ACD YR,School Of Criminal Justice,Newark,134414,134157,1/1/1996,10,304
Assoc Professor ACD YR,Sas - Women's & Gender Studies,Douglass,125717,134126,9/1/1981,2,305
Professor ACD YR,Engn - Biomedical Engineering,Busch,135232,134105,9/1/1983,3,305
Professor ACD YR,Sas - Physics & Astronomy,Busch,134585,134078,7/1/1971,5,305
Professor ACD YR,Sas - Chem & Chemical Biology,Busch,135552,133969,9/1/1977,7,305
Assoc Professor ACD YR,Sebs - Landscape Architecture,Cook,125113,133952,9/1/1997,9,305
Professor ACD YR,Fasn - English,Newark,134687,133930,9/1/1980,10,305
Assoc Professor ACD YR,Sas- Asian Language & Cultures,College Av,123612,133889,9/1/2011,1,306
Assoc Professor ACD YR,Sas - English,College Av,135875,133734,1/1/2008,10,306
Professor ACD YR,Sebs - Environmental Science,Cook,128614,133724,9/1/1996,2,307
Assoc Professor ACD YR,Sas-Dls-Molecular Bio&Biochem,Busch,115965,133616,9/1/2011,9,307
Asst Professor ACD YR,Engn - Elec & Computer Engn,Busch,102230,133564,9/1/2014,5,308
Professor ACD YR,Sas - History,College Av,127546,133558,9/1/2011,6,308
Asst Professor ACD YR,Engn - Elec & Computer Engn,Busch,101242,133527,9/1/2011,7,308
Assoc Professor ACD YR,Engn-Civil & Environ Engn,Busch,105428,133481,9/1/2011,8,308
Professor ACD YR,Sebs - Entomology,Cook,117804,133438,3/1/2007,9,308
Assoc Professor ACD YR,Engn - Biomedical Engineering,Busch,117252,133390,9/1/2011,10,308
Asst Professor ACD YR,Engn - Mech & Aerospace Engn,Busch,102755,133375,9/1/2014,1,309
Professor ACD YR,Sc&I-Journalism & Media Stds,College Av,134880,133304,9/1/2004,3,309
Professor ACD YR,"Sas-Afri,Mdle E&So Asn Lng&Lit",College Av,129410,133162,9/1/2000,7,309
Professor ACD YR,Mgsa - Music,Douglass,134625,133052,7/1/1980,1,310
Assoc Professor ACD YR,Sas - Dls - Genetics,Busch,126844,132975,9/1/2011,4,310
Assoc Professor ACD YR,Sebs - Animal Science,Cook,115354,132964,9/1/2003,5,310
Asst Professor ACD YR,Engn-Materials Science & Engn,Busch,102378,132936,1/1/2014,8,310
Assoc Professor ACD YR,Sas - Physics & Astronomy,Busch,115346,132860,9/1/2011,10,310
Professor ACD YR,Sc&I - Communication,College Av,134674,132779,9/1/2006,2,311
Assoc Professor ACD YR,Pharm - Chemical Biology,Busch,133982,132739,9/1/2013,4,311
Professor ACD YR,Sas - Spanish & Portuguese,College Av,134126,132625,9/1/1999,1,312
Professor ACD YR,Sas - Spanish & Portuguese,College Av,134087,132436,9/1/1999,6,312
Assoc Professor ACD YR,Fasn - Economics,Newark,128852,132421,9/1/2011,7,312
Professor ACD YR,Sas - Mathematics,Busch,135147,132299,7/1/1994,5,313
Professor ACD YR,Sas - Spanish & Portuguese,College Av,135136,132186,1/1/2001,8,313
Assoc Professor ACD YR,Sebs - Nutritional Sciences,Cook,109506,131847,5/1/2012,6,314
Asst Professor ACD YR,College Of Nursing,Newark,101891,131832,9/1/2010,7,314
Professor ACD YR,Sebs - Biochem & Microbiology,Cook,133277,131826,9/1/1976,8,314
Assoc Professor ACD YR,Sas - History,College Av,133155,131779,9/1/2008,10,314
Professor ACD YR,Sas-Dls-Molecular Bio&Biochem,Busch,119926,131659,9/1/2001,8,315
Professor ACD YR,Pharm - Chemical Biology,Busch,133379,131503,9/1/2003,7,316
Professor ACD YR,Sas - Psychology,Busch,120279,131413,9/1/1975,1,317
Assoc Professor ACD YR,Sas - Chem & Chemical Biology,Busch,119759,131405,9/1/1991,2,317
Assoc Professor ACD YR,Fasn-Sociology & Anthropology,Newark,112507,131373,9/1/2001,3,317
Asst Professor ACD YR,Sas - Physics & Astronomy,Busch,110009,131339,9/1/2013,7,317
Professor ACD YR,Fasc - Philosophy & Religion,Camden,144444,131217,9/1/1978,4,318
Assoc Professor ACD YR,Fasn - Arts Culture & Media,Newark,122026,131090,9/1/2003,10,318
Professor ACD YR,Fasc - Psychology,Camden,131974,131070,9/1/1979,1,319
Assoc Professor ACD YR,Sas - Economics,College Av,131286,131034,9/1/1999,2,319
Assoc Professor ACD YR,Sas - Physics & Astronomy,Busch,114522,131018,9/1/2011,5,319
Assoc Professor ACD YR,Sas - History,College Av,122827,130848,9/1/1983,9,319
Professor ACD YR,Sas - Jewish Studies,College Av,107744,130681,9/1/2000,5,320
