title,dept,campus,base_salary,gross_salary,hire_date,rec,page
Asst Professor ACD YR,Geography,Livingston,92801,91228,9/1/2016,10,614
Asst Professor ACD YR,Italian,College Av,87152,91212,9/1/2012,3,615
Assoc Professor ACD YR,School Of Social Work,College Av,102122,91191,9/1/2009,6,615
Assoc Professor ACD YR,English,College Av,97182,90852,9/1/2011,7,618
Assoc Professor ACD YR,History,College Av,94773,90607,9/1/2009,3,622
Assoc Professor ACD YR,"Germn,Russ&E Euro Lang&Lit",College Av,92517,90246,9/1/2009,6,626
Asst Professor ACD YR,Anthropology,Douglass,92538,90139,9/1/2012,7,627
Professor ACD YR,English,College Av,180000,90000,9/1/2017,6,628
Asst Professor ACD YR,Psychology,Livingston,94899,89878,9/1/2014,6,629
Asst Professor ACD YR,Human Ecology,Cook,82047,89816,9/1/2015,4,630
Asst Professor ACD YR,History,College Av,94095,89681,7/1/2010,5,631
Professor ACD YR,Anthropology,Douglass,158177,89607,9/1/2005,10,631
Assoc Professor ACD YR,School Of Social Work,College Av,90140,89347,9/1/2007,8,634
Asst Professor ACD YR,Anthropology,Douglass,90843,89253,9/1/2016,9,635
Assoc Professor ACD YR,Music,Douglass,94674,89160,9/1/2012,6,636
Asst Professor ACD YR,Visual Arts,College Av,90824,88220,9/1/2014,3,648
Asst Professor ACD YR,Human Ecology,Cook,89211,88169,9/1/2012,9,648
Asst Professor ACD YR,Sociology,Douglass,88000,87832,1/1/2017,3,652
Asst Professor ACD YR,Asian Language & Cultures,College Av,88408,87609,9/1/2012,6,655
Assoc Professor ACD YR,Music,Douglass,82256,87118,9/1/2007,7,661
Asst Professor ACD YR,Communication,College Av,88097,86568,9/1/2013,1,667
Asst Professor ACD YR,Women's & Gender Studies,Douglass,88416,86553,7/1/2010,4,667
Asst Professor ACD YR,English,College Av,87797,86384,9/1/2012,7,669
Asst Professor ACD YR,American Studies,Douglass,87897,86294,4/9/2010,3,670
Asst Professor ACD YR,Spanish & Portuguese,College Av,87536,86124,7/1/2010,6,672
Asst Professor ACD YR,English,College Av,86195,86030,9/1/2011,9,673
Asst Professor ACD YR,Visual Arts,College Av,86720,85955,1/1/2011,9,674
Assoc Professor ACD YR,Music,Douglass,86055,85890,9/1/1998,8,675
Asst Professor ACD YR,Visual Arts,College Av,86724,85711,9/1/2011,10,677
Asst Professor ACD YR,American Studies,Douglass,87008,85645,7/1/2010,9,678
Assoc Professor ACD YR,Dance,Douglass,74290,85540,9/1/1988,5,680
Assoc Professor ACD YR,Dance,Douglass,86261,85503,9/1/1998,1,681
Assoc Professor ACD YR,English,College Av,76090,85419,7/1/1971,1,682
Asst Professor ACD YR,History,College Av,86000,85337,9/1/2016,10,682
Asst Professor ACD YR,History,College Av,86000,85337,9/1/2016,1,683
Assoc Professor ACD YR,"Germn,Russ&E Euro Lang&Lit",College Av,90594,85318,9/1/2010,3,683
Asst Professor ACD YR,Art History,College Av,85000,84837,1/1/2017,1,690
Assoc Professor ACD YR,Visual Arts,College Av,90321,84828,9/1/2011,3,690
Asst Professor ACD YR,Biochem & Microbiology,Cook,86914,84755,9/1/2010,3,691
Asst Professor ACD YR,Landscape Architecture,Cook,85878,84670,9/1/2012,1,692
Assoc Professor ACD YR,Religion,Douglass,95070,84620,9/1/2010,2,694
Asst Professor ACD YR,Library & Info Science,College Av,85752,84587,9/1/2015,9,694
Asst Professor ACD YR,Communication,College Av,85417,84419,9/1/2015,7,696
Assoc Professor ACD YR,Music,Douglass,83944,84404,9/1/2002,1,697
Asst Professor ACD YR,Religion,Douglass,85277,84117,9/1/2012,1,700
Asst Professor ACD YR,Women's & Gender Studies,Douglass,85490,84086,7/1/2014,6,700
Asst Professor ACD YR,School Of Social Work,College Av,84000,83839,9/1/2016,9,702
Asst Professor ACD YR,Religion,Douglass,84963,83804,9/1/2012,7,703
Asst Professor ACD YR,Landscape Architecture,Cook,85564,83496,9/1/2012,5,707
Asst Professor ACD YR,History,College Av,85778,83372,9/1/2012,8,708
Asst Professor ACD YR,"Afri,Mdle E&So Asn Lng&Lit",College Av,84273,83050,9/1/2012,3,712
Asst Professor ACD YR,English,College Av,83057,82898,9/1/2013,1,715
Asst Professor ACD YR,"Afri,Mdle E&So Asn Lng&Lit",College Av,82314,82156,1/1/2013,3,725
Asst Professor ACD YR,"Afri,Mdle E&So Asn Lng&Lit",College Av,83152,81960,9/1/2012,4,727
Asst Professor ACD YR,"Afri,Mdle E&So Asn Lng&Lit",College Av,82587,81620,1/1/2013,5,730
Asst Professor ACD YR,Linguistics,College Av,82500,81097,9/1/2016,8,738
Asst Professor ACD YR,French,College Av,82819,80865,9/1/2014,1,742
Assoc Professor ACD YR,Psychology,Livingston,89686,80580,7/1/1972,9,746
Asst Professor ACD YR,Music,Douglass,81901,80556,9/1/2013,4,747
Assoc Professor ACD YR,English,College Av,160000,80000,9/1/2017,7,760
Asst Professor ACD YR,English,College Av,88456,79475,9/1/2009,5,769
Asst Professor ACD YR,Spanish & Portuguese,College Av,80300,79001,9/1/2016,7,776
Asst Professor ACD YR,English,College Av,79637,78986,9/1/2015,8,776
Assoc Professor ACD YR,Theater Arts,Douglass,79536,78323,9/1/2005,6,786
Asst Professor ACD YR,Dance,Douglass,79912,77904,9/1/2014,5,791
Asst Professor ACD YR,Music,Douglass,78377,77461,9/1/2013,4,802
Asst Professor ACD YR,Religion,Douglass,77500,77102,9/1/2016,2,808
Asst Professor ACD YR,Music,Douglass,76875,75794,9/1/2016,5,828
Assoc Professor ACD YR,Mathematics,Busch,145000,72500,9/1/2017,4,888
Professor ACD YR,Elec & Computer ,Busch,145000,72500,9/1/2017,5,888
Asst Professor ACD YR,Cell Bio & Neurosci,Busch,100000,72222,9/1/2017,7,892
Professor ACD YR,Mathematics,Busch,142000,71000,9/1/2017,2,917
Asst Professor ACD YR,Music,Douglass,72100,70916,9/1/2016,10,918
Assoc Professor ACD YR,Women's & Gender Studies,Douglass,140000,70000,9/1/2017,1,940
Assoc Professor ACD YR,Statistics,Busch,140000,70000,9/1/2017,3,940
Asst Professor ACD YR,Economics,College Av,140000,70000,9/1/2017,4,940
Asst Professor ACD YR,Mech & Aerospace ,Busch,95000,68612,9/1/2017,8,968
Professor ACD YR,Mathematics,Busch,136839,68419,7/1/1988,10,973
Asst Professor ACD YR,School Of Social Work,College Av,91000,65722,9/1/2017,1,1040
Assoc Professor ACD YR,Computer Science,Busch,125560,62539,9/1/2007,4,1125
Assoc Professor ACD YR,Elec & Computer ,Busch,124531,62266,1/18/2000,6,1131
Asst Professor ACD YR,Animal Science,Cook,85000,61389,9/1/2017,3,1152
Professor ACD YR,Music,Douglass,116107,58831,9/1/1980,9,1235
Asst Professor ACD YR,Computer Science,Busch,117000,58500,9/1/2017,7,1242
Asst Professor ACD YR,Mech & Aerospace ,Busch,95000,58057,9/1/2017,4,1251
Asst Professor ACD YR,Statistics,Busch,115000,57500,9/1/2017,8,1262
Asst Professor ACD YR,Economics,College Av,113819,56909,9/1/2012,10,1275
Assoc Professor ACD YR,Sociology,Douglass,107740,53870,9/1/2008,6,1377
Assoc Professor ACD YR,Classics,College Av,106271,52050,9/1/2004,7,1424
Assoc Professor ACD YR,Communication,College Av,104000,52000,9/1/2017,2,1426
Asst Professor ACD YR,Political Science,Douglass,90000,51750,9/1/2017,5,1433
Asst Professor ACD YR,Physics & Astronomy,Busch,102500,51250,9/1/2017,10,1454
Asst Professor ACD YR,Physics & Astronomy,Busch,102500,51250,9/1/2017,1,1455
Asst Professor ACD YR,Mathematics,Busch,102000,51000,9/1/2017,3,1461
Asst Professor ACD YR,Biochem & Microbiology,Cook,100000,50000,9/1/2017,4,1488
Asst Professor ACD YR,Industrial Engineering,Busch,100000,50000,9/1/2017,5,1488
Asst Professor ACD YR,Chem & Chemical Biology,Busch,98000,49000,9/1/2017,8,1515
Asst Professor ACD YR,Chem & Chemical Biology,Busch,98000,49000,9/1/2017,9,1515
Asst Professor ACD YR,Chem & Chemical Biology,Busch,98000,49000,9/1/2017,10,1515
Assoc Professor ACD YR,Anthropology,Douglass,97422,48711,9/1/2007,8,1523
Asst Professor ACD YR,Journalism & Media Stds,College Av,88000,47980,9/1/2017,5,1542
Assoc Professor ACD YR,Visual Arts,College Av,95291,47645,9/1/2011,1,1554
Asst Professor ACD YR,Psychology,Busch,95000,47500,9/1/2017,7,1557
Asst Professor ACD YR,Visual Arts,College Av,88000,46500,9/1/2017,9,1587
Asst Professor ACD YR,Political Science,Douglass,93000,46500,9/1/2017,10,1587
Asst Professor ACD YR,Political Science,Douglass,92000,46000,9/1/2017,3,1604
Asst Professor ACD YR,Political Science,Douglass,92000,46000,9/1/2017,4,1604
Asst Professor ACD YR,Political Science,Douglass,92000,46000,9/1/2017,5,1604
Asst Professor ACD YR,Entomology,Cook,85000,42500,9/1/2017,6,1718
Asst Professor ACD YR,Kinesiology And Health,Douglass,85000,42500,9/1/2017,7,1718
Asst Professor ACD YR,Linguistics,College Av,81000,40500,9/1/2017,2,1766
Asst Professor ACD YR,Environmental Science,Cook,80000,40000,9/1/2017,4,1778
Asst Professor ACD YR,Classics,College Av,78000,39000,9/1/2017,4,1798
Asst Professor ACD YR,American Studies,Douglass,78000,39000,9/1/2017,5,1798
Asst Professor ACD YR,"Germn,Russ&E Euro Lang&Lit",College Av,78000,39000,9/1/2017,6,1798
Asst Professor ACD YR,Music,Douglass,75000,37500,9/1/2017,8,1825
Asst Professor ACD YR,Music,Douglass,75000,37500,9/1/2017,9,1825
Asst Professor ACD YR,Journalism & Media Stds,College Av,85000,28115,9/1/2017,8,1986
Assoc Professor ACD YR,Statistics,Busch,131231,6780,9/1/2010,7,2403
